StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant_ID,Scenario,SecondaryTask,AlertEffectiveness,Understandability,Comprehension,Timing,SA_takeover,SA_traffic,SA_overall,SA_HiddenObj,Trust,Satisfaction_Overall,Confidence,Annoyance,Feedback,Perception1_urgency,Perception1_annoy,Perception2_urgency,Perception2_annoy,CompareEffective,CutomizableAlert,ComparedPreferAlert,PreferenceReason
2024-03-02 11:38:45,2024-03-02 11:41:47,IP Address,129.97.124.8,100,182,True,2024-03-02 11:41:48,R_6qJS6NUiSyfCrBv,,,,,43.469,-80.498,anonymous,EN,0.8999999761581421,3984,4th Scenario,Easy,,Strongly agree,Strongly agree,Just right,Strongly agree,Extremely aware,Completely,A Fire Truck,,Strongly satisfied,Extremely confident,Not annoying at all,Great. Least demanding of all.,,,,,,,,
2024-03-04 11:57:26,2024-03-04 12:00:26,IP Address,72.143.193.182,100,179,True,2024-03-04 12:00:27,R_3LhZHxhNITs5dx3,,,,,43.7489,-79.4422,anonymous,EN,1,3572,1st Scenario,Moderate,,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Moderately aware,Moderately,,,Somewhat satisfied,Somewhat confident,Not annoying at all,,,,,,,,,
2024-03-04 12:10:11,2024-03-04 12:11:53,IP Address,72.143.193.58,100,101,True,2024-03-04 12:11:54,R_5MA5AKLxD4bkzf4,,,,,43.7489,-79.4422,anonymous,EN,0.8999999761581421,3572,2nd Scenario,I did not complete the secondary task,,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Very aware,Very much,A Moose,,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-04 12:21:15,2024-03-04 12:23:00,IP Address,72.143.193.58,100,104,True,2024-03-04 12:23:00,R_3LSBoWnTnjzfouF,,,,,43.7489,-79.4422,anonymous,EN,0.8999999761581421,3572,3rd Scenario,Moderate,,Somewhat agree,Strongly agree,Slightly late,Somewhat agree,Somewhat aware,Very much,,,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-04 12:36:20,2024-03-04 12:38:08,IP Address,72.143.193.58,100,108,True,2024-03-04 12:38:09,R_1Ywlw5RLhu19G4p,,,,,43.7489,-79.4422,anonymous,EN,0.8999999761581421,3572,4th Scenario,Moderate,,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Somewhat aware,Very much,,,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-04 14:37:37,2024-03-04 14:39:14,IP Address,72.143.192.1,100,97,True,2024-03-04 14:39:14,R_1hcIpsHdCPtfLsP,,,,,43.7489,-79.4422,anonymous,EN,1,4897,1st Scenario,I did not complete the secondary task,,Somewhat agree,Somewhat disagree,Slightly late,Somewhat disagree,Moderately aware,Slightly,Car Crashes,,Somewhat disatisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-04 14:47:10,2024-03-04 14:48:42,IP Address,72.143.192.1,100,92,True,2024-03-04 14:48:42,R_1LeDWsBEuSSiItD,,,,,43.7489,-79.4422,anonymous,EN,0.8999999761581421,4897,2nd Scenario,I did not complete the secondary task,,Strongly disagree,Somewhat agree,Too late,Strongly disagree,Moderately aware,Moderately,"Car Crashes,A Moose",,Strongly disatisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-04 14:58:02,2024-03-04 14:59:10,IP Address,72.143.192.1,100,67,True,2024-03-04 14:59:10,R_6A14gJeitNzTyrC,,,,,43.7489,-79.4422,anonymous,EN,0.8999999761581421,4897,3rd Scenario,Demanding,,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,,,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-04 15:10:54,2024-03-04 15:12:19,IP Address,72.143.192.1,100,84,True,2024-03-04 15:12:19,R_594yfccfi6PHN7O,,,,,43.7489,-79.4422,anonymous,EN,0.8999999761581421,4897,4th Scenario,Demanding,,Strongly agree,Strongly agree,Just right,Strongly agree,Extremely aware,Completely,Car Crashes,,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-08 17:21:14,2024-03-08 17:23:16,IP Address,129.97.124.27,100,122,True,2024-03-08 17:23:16,R_3Mh5jkx9vfxvUm3,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7162,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Somewhat agree,Just right,Strongly agree,Very aware,Moderately,A Moose,,Somewhat satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-08 17:31:36,2024-03-08 17:32:59,IP Address,129.97.124.27,100,82,True,2024-03-08 17:32:59,R_2HXoK1HDDsAdfoQ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7162,2nd Scenario,Extremely Easy,4,Somewhat agree,Strongly agree,Slightly early,Somewhat agree,Extremely aware,Very much,"Car Crashes,A Fire Truck,A Moose",,Somewhat satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-08 17:43:54,2024-03-08 17:45:22,IP Address,129.97.124.27,100,88,True,2024-03-08 17:45:23,R_28OkCN2dSpsjBqO,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7162,3rd Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Moderately,A Cyclist,,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-08 17:52:42,2024-03-08 17:57:27,IP Address,129.97.124.27,100,284,True,2024-03-08 17:57:28,R_5l1iGlrN13kWlCF,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7162,4th Scenario,Demanding,3,Neither agree nor disagree,Strongly disagree,Too late,Strongly disagree,Extremely aware,Not at all,,,Neither satisfied nor disatisfied,Extremely confident,Not annoying at all,,2,1,1,3,Definitely the first alert,3,The first alert,
2024-03-09 10:31:26,2024-03-09 10:34:15,IP Address,129.97.124.18,100,169,True,2024-03-09 10:34:16,R_7R4G4kmJv0meXul,,,,,43.474,-80.554,anonymous,EN,1,3678,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Neither agree nor disagree,Just right,Somewhat agree,Very aware,Slightly,A Moose,,Somewhat disatisfied,Moderately confident,Slightly annoying,Felt unnecessary because the takeover alerts were due to my inputs.,,,,,,,,
2024-03-09 10:41:31,2024-03-09 10:43:58,IP Address,129.97.124.18,100,147,True,2024-03-09 10:43:58,R_3Yti8KF2jFDnDr3,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3678,2nd Scenario,Demanding,4,Neither agree nor disagree,Neither agree nor disagree,Just right,Somewhat disagree,Somewhat aware,Moderately,"Car Crashes,A Fire Truck,A Moose",,Somewhat disatisfied,Somewhat confident,Moderately annoying,"Had to brake due to the acc and was confused when the restraints pulled on me. Made me feep a little dizzy because of the brakint feedback, so probably less aware due to this",,,,,,,,
2024-03-09 10:52:40,2024-03-09 10:54:57,IP Address,129.97.124.18,100,136,True,2024-03-09 10:54:57,R_1Nk7F9zW31XhlNg,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3678,3rd Scenario,Demanding,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Somewhat aware,Moderately,,,Somewhat satisfied,Moderately confident,Slightly annoying,The sound was more useful than thr dash indicator. Still dizzy but the alert helpede see the merging truck,,,,,,,,
2024-03-09 11:05:26,2024-03-09 11:10:45,IP Address,129.97.124.18,100,318,True,2024-03-09 11:10:45,R_5DOiDi49FvDSW2m,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3678,4th Scenario,Demanding,3,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Not aware at all,Slightly,,,Somewhat satisfied,Moderately confident,Slightly annoying,"Still dizzy, appropriately timed so i saw the police car, the dash message contained some good information",2,2,2,1,Somewhat the first alert,4,The second alert,"I dont like to be froghtened while driving, calm is always better"
2024-03-09 13:28:14,2024-03-09 13:31:16,IP Address,129.97.124.18,100,182,True,2024-03-09 13:31:17,R_3MKJOCRIRtgUepl,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,4385,1st Scenario,I did not complete the secondary task,2,Somewhat disagree,Somewhat disagree,Just right,Somewhat disagree,Very aware,Slightly,"Car Crashes,An Ambulance,A Moose",,Somewhat disatisfied,Very confident,Not annoying at all,Stay vigilant was unclear what it meant,,,,,,,,
2024-03-09 13:40:53,2024-03-09 13:42:47,IP Address,129.97.124.18,100,114,True,2024-03-09 13:42:48,R_2Lhd81tOPCDxdE8,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,4385,2nd Scenario,I did not complete the secondary task,,,,,,Very aware,,A Cyclist,,,,,,,,,,,,,
2024-03-09 13:50:40,2024-03-09 13:52:43,IP Address,129.97.124.18,100,122,True,2024-03-09 13:52:44,R_5V4k8JvNGK6IcYX,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,4385,3rd Scenario,Moderate,3,Somewhat agree,Somewhat disagree,Just right,Somewhat agree,Very aware,Moderately,"Car Crashes,A Moose",,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
